"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"antisense;bidirectional_promoter_lncRNA"	"antisense;lincRNA"	"antisense;processed_transcript"	"antisense;sense_intronic"	"antisense;sense_overlapping"	"bidirectional_promoter_lncRNA"	"bidirectional_promoter_lncRNA;lincRNA"	"bidirectional_promoter_lncRNA;processed_transcript"	"IG_C_gene"	"IG_C_pseudogene"	"IG_D_gene"	"IG_J_gene"	"IG_J_gene;antisense"	"IG_J_gene;lincRNA"	"IG_LV_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"lincRNA;processed_transcript"	"lincRNA;processed_transcript;sense_intronic"	"lincRNA;sense_intronic"	"lincRNA;sense_overlapping"	"macro_lncRNA"	"mapped_reads"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"processed_transcript;sense_intronic"	"processed_transcript;sense_overlapping"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"scRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"total assigned reads"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_gene;antisense"	"TR_V_gene;lincRNA"	"TR_V_pseudogene"	"TR_V_pseudogene;antisense"	"TR_V_pseudogene;sense_overlapping"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unprocessed_pseudogene"	"valid_reads"
"BA66_CA2_cor_80_1"	0	2814	1	51	19	0	0	216	2	0	29	0	0	0	0	0	0	0	2	3	43930	96	3	1	2	0	14748924	7453368	150025	281806	38917	465348	21	633	32873	0	1	1541022	537	4334	981869	71303	0	0	20	3352166	17166	3	478	14520250	0	0	0	0	0	0	0	0	0	117	51	173	0	79172	228674	791	887	20154167
"BA66_CA2_ent_79_1"	0	2851	0	77	6	0	1	195	10	0	7	0	0	0	0	0	0	0	1	2	106397	98	4	2	1	0	14257993	4839379	122155	183628	81998	476761	43	739	108984	0	0	1860728	778	6485	567656	72194	0	2	24	5375310	130197	1	528	14001468	0	0	0	1	0	0	0	0	0	135	62	196	0	61290	256525	1704	838	25333664
"BA66_CA2_hi_61_1"	0	5921	0	109	22	1	0	381	17	0	37	0	0	0	0	0	0	0	2	0	188881	175	4	7	6	0	29608329	8967417	352802	421193	150811	1315249	35	6097	126910	0	3	4012854	2654	6395	1093742	84781	0	0	50	10830544	134307	0	4683	27876331	2	0	0	0	0	0	0	0	0	280	98	375	5	166269	1731998	1495	1717	36337117
"BA66_CA2_hi_80_1"	1	3958	0	76	14	0	1	300	4	2	21	0	0	0	0	0	0	0	5	0	136647	103	4	2	3	0	22971817	8611369	327897	278544	126698	557697	42	1510	75024	0	1	2575240	890	4916	655467	107546	0	0	23	8817041	116531	6	1262	22540343	3	0	0	0	1	0	1	0	0	168	58	276	2	138066	431474	1889	1034	26453311
"BA66_CA2_hi2_79_1"	0	2804	1	64	14	0	0	194	2	0	17	0	0	0	0	0	0	0	1	0	64083	107	3	0	1	0	14005571	5066315	140577	151019	110203	451059	30	1137	75653	0	1	1685509	803	2924	453202	46744	0	0	28	5238392	133776	2	559	13747257	2	0	0	10	0	1	1	0	0	121	60	194	1	120395	258314	645	603	17995417
"BA66_CA2_hy_80_1"	0	6310	5	204	37	0	0	518	8	1	9	0	0	0	0	0	0	0	2	2	148379	771	6	4	6	0	32696813	7908514	459015	459093	127751	858279	57	2394	272013	0	0	3822645	1967	10599	1355883	123705	0	0	77	16076527	186777	0	1382	31984280	1	0	0	8	0	0	0	0	0	283	122	413	1	155810	712533	3057	1645	44681857
"BA66_CA2_hy_82_1"	0	4945	0	116	40	0	0	349	5	1	13	0	0	0	0	0	0	0	0	0	116873	411	4	1	2	0	25577549	6458980	384757	304658	129324	666220	48	1287	260769	0	0	2711752	853	6193	1018988	87977	0	0	46	12637087	186280	0	893	25114774	1	0	0	3	0	0	0	0	0	199	98	290	2	132598	462775	1717	994	30211279
"BA66_CA2_med_79_1"	0	4134	0	111	16	0	1	347	5	0	134	0	0	0	0	0	0	0	1	0	69401	189	1	8	1	0	18601959	6306930	237148	339708	193586	693236	43	943	134714	0	1	1991375	1024	3103	654468	46813	0	0	18	7350300	106009	0	684	18301980	1	0	0	2	0	0	0	0	0	169	60	252	1	163595	299979	1805	1643	24499578
"BA66_CA2_mid_79_1"	0	3661	1	106	18	0	0	269	2	0	6	0	0	0	0	0	0	0	1	0	85265	185	1	7	1	0	15094981	4663305	183954	237603	91485	611293	26	1806	111978	0	4	1925394	1178	6614	805131	54279	1	0	32	5675994	77881	2	1299	14627049	0	0	0	4	0	0	0	0	0	145	75	236	1	84928	467932	1959	919	24969760
"BA66_CA2_pon_79_1"	0	4217	2	78	23	0	0	288	2	1	13	0	0	0	0	0	0	0	5	1	74892	105	3	4	2	0	18694756	6291614	246173	243307	95628	789592	33	1371	103193	0	1	3017543	1296	7389	1052824	81502	0	0	23	6109964	100888	2	593	18373452	0	0	0	5	0	0	0	0	0	170	74	290	1	147704	321304	1690	946	30016970
"BA66_CA2_svz_80_1"	0	5489	3	158	33	0	2	388	9	0	7	0	0	0	0	0	0	0	2	3	119361	198	5	5	4	0	25316870	8913236	264233	411076	175350	871011	68	1969	155275	0	1	3025296	1388	16388	1224604	135066	0	0	46	8995844	252337	4	1302	24739463	1	1	0	6	0	0	0	0	0	215	113	360	1	164421	577407	2472	1712	38672188
"BA66_CA2_th_80_1"	0	5032	0	72	18	3	0	237	4	0	8	0	0	0	0	0	0	0	1	0	83129	95	5	2	1	0	16039381	4807220	189306	263580	94777	670855	32	1058	83357	0	0	3029198	777	9936	800404	78229	0	0	24	5390960	102155	3	700	15698628	2	0	0	8	0	0	0	0	0	114	50	238	0	84360	340753	1793	885	21884450
"BA66_CA2_th_82_1"	0	4014	1	130	26	0	0	350	4	0	6	0	0	0	0	0	0	0	0	1	59773	122	6	1	2	0	17023447	6925127	237497	203872	234202	423859	33	1039	149588	0	2	1522399	320	3022	463068	31084	0	0	39	6223977	119735	1	694	16733183	1	0	0	5	0	0	0	0	0	171	57	262	0	127085	290264	768	840	20856771
"BA66_CA2_vis_79_1"	0	3036	1	71	15	0	0	235	6	1	8	0	0	0	0	0	0	0	4	0	56178	111	4	1	1	0	13343416	5512668	140061	164753	115184	423143	25	666	78733	0	2	1661325	592	3360	441749	61120	0	0	29	4214212	143139	3	448	13120039	6	0	0	9	0	0	0	0	0	116	40	199	0	96995	223377	1104	686	18787433
"BA67_CA2_cc_73_1"	0	2584	0	74	9	0	0	402	3	0	0	0	0	0	0	0	0	0	0	0	23830	1700	0	6	0	0	25123957	21578185	11494	49465	2720	1207487	19	1733	3914	0	0	449229	557	118	404372	879	0	0	218	133865	3471	0	3564	23937039	0	0	0	0	0	0	0	0	0	213	159	458	8	54426	1186918	752	1125	26553384
"BA67_CA2_cer_74_1"	0	4276	3	141	85	0	0	691	5	0	7	0	0	0	0	0	0	0	4	0	17459	352	1	2	0	0	31498808	29080401	44725	87496	4326	541954	31	944	7620	0	0	637735	436	671	212425	13224	0	0	56	501912	6741	5	1177	31194293	0	0	0	2	0	0	0	0	0	221	248	399	0	26801	304515	1115	602	33228891
"BA67_CA2_ent_82_1"	0	4392	0	100	28	0	0	325	5	0	13	0	0	0	0	0	0	0	21	2	53116	180	0	12	1	0	21559407	16119705	88914	231747	11725	815241	132	1857	17701	0	0	1495672	860	1205	575813	27213	0	0	81	1318874	13196	0	3363	20839070	1	0	0	2	0	0	0	0	0	179	162	356	6	51781	720337	4045	1044	24843121
"BA67_CA2_hi_73_1"	0	2952	1	80	16	0	0	184	8	4	9	0	0	0	0	0	0	0	3	1	44575	114	6	1	2	0	13215310	4628842	326083	270724	276906	724000	26	1553	107705	0	0	1205193	662	6025	711520	24457	0	2	26	3979335	296673	0	1416	12759444	2	0	0	1	0	0	0	0	0	148	48	192	2	148092	455866	1009	846	19235688
"BA67_CA2_hi_82_1"	0	3717	0	65	34	0	1	275	14	0	23	1	0	0	0	0	0	0	3	0	53858	116	2	1	1	0	23544424	18351982	79324	211702	15342	594919	43	962	16602	0	1	1387051	711	1668	444280	39064	0	0	35	1810985	23016	0	1747	23092733	0	0	0	2	0	0	0	0	0	203	135	267	1	49938	451691	3866	776	26379006
"BA67_CA2_hi2_74_1"	0	7230	0	159	32	2	1	426	15	0	29	0	0	0	0	0	0	0	4	0	150848	200	5	4	8	1	29627196	12848458	276200	265867	284824	1185612	56	3075	155977	0	0	3269152	1498	4619	731777	63622	0	0	38	9002572	209479	1	2458	28666522	0	0	0	6	0	0	0	0	0	288	103	402	4	198154	960674	1872	1444	36098288
"BA67_CA2_hi2_82_1"	0	4607	4	113	18	0	0	377	15	1	25	0	0	0	0	0	0	0	3	2	43464	124	4	2	2	2	19233386	10424900	162639	184319	151056	700564	32	1145	83573	0	4	1813805	427	4088	389827	16989	0	0	33	4511297	245730	0	859	18908803	5	0	0	14	0	0	1	0	0	193	34	296	0	166538	324583	773	899	24646467
"BA67_CA2_hy_73_1"	0	3272	0	101	19	3	0	448	18	0	6	0	0	0	0	0	0	0	0	0	25258	674	17	3	0	0	19990058	16437138	64561	154287	4583	776650	57	1234	10629	0	0	765408	795	315	406796	5414	0	0	30	661966	5539	0	2033	19413746	0	0	0	1	0	0	1	0	0	238	196	359	0	82135	576312	2438	1124	21499397
"BA67_CA2_med_74_1"	0	1151	0	16	4	0	0	76	2	0	15	0	0	0	0	0	0	0	0	0	9044	30	2	0	0	0	3396854	1090027	184234	75600	105559	191823	7	439	29056	2	0	394849	133	1095	230299	5365	0	0	9	905936	20231	3	334	3283108	0	0	0	1	0	0	0	0	0	39	13	68	2	37107	113746	127	410	7516369
"BA67_CA2_mid_74_1"	0	3060	0	108	36	0	0	212	2	0	0	0	0	0	0	0	0	0	0	0	32038	731	0	1	0	0	18978943	14963747	42835	101412	4277	839645	79	1731	6780	0	0	730931	868	242	601319	2854	0	1	66	351813	4131	0	3434	17745582	0	0	0	15	0	0	0	0	0	284	249	241	0	49944	1233361	1627	869	20854600
"BA67_CA2_plx_74_1"	0	8461	7	220	17	0	0	527	47	0	48	0	0	0	0	0	0	0	1	0	86864	239	8	4	1	0	37193329	21173651	474651	292728	200422	826872	28	1329	136422	0	0	3030613	1323	6169	883118	71513	0	1	34	9140011	138734	0	972	36736041	2	0	0	0	0	0	0	0	0	249	142	421	2	257269	457288	1211	1710	41595918
"BA67_CA2_plx_82_1"	0	9713	0	257	26	0	0	691	87	1	120	0	0	0	0	0	0	1	3	4	62942	217	12	3	9	0	40562221	24716906	532987	339319	340077	1117392	62	1817	193909	0	0	2255490	849	8997	797997	37690	0	0	64	8943147	224270	5	1393	40060942	6	0	0	5	0	0	0	0	0	333	128	628	0	470255	501279	1011	2119	45974989
"BA67_CA2_pon_74_1"	0	92	0	4	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	498	81	0	0	0	0	668626	577205	800	3051	110	24787	3	35	165	0	0	23558	24	3	12876	52	0	0	7	9650	120	0	46	654359	0	0	0	0	0	0	0	0	0	6	2	20	0	1050	14267	63	43	717450
"BA67_CA2_th_73_1"	0	2393	0	93	22	0	1	245	0	0	58	0	0	0	0	0	0	0	0	1	37261	795	0	1	0	0	18264737	13231097	25263	52505	3182	1599690	1	1118	3877	0	0	461758	451	119	1659746	1359	0	0	31	193488	2829	0	1673	17332970	14	0	0	3	0	0	0	0	0	117	277	238	0	51275	931767	1108	881	19414550
"BA67_CA2_vis_74_1"	0	6477	0	170	49	0	1	373	8	1	7	0	0	0	0	0	0	0	2	2	102130	210	4	5	4	0	23452182	11660625	171814	274450	132168	1003059	56	2311	98804	0	1	2800354	1292	6193	728463	80474	0	0	66	5301653	233115	1	1988	22744493	1	0	0	1	0	0	0	0	0	245	106	375	2	133385	707689	2693	1355	29334868
"BA67_CA2_vis_82_1"	0	7635	3	216	30	0	2	475	22	1	64	0	0	0	0	0	0	0	0	0	123677	244	7	7	1	0	29306567	16695451	212504	297483	141353	1078526	53	1536	142181	0	1	2785440	1176	8204	650909	116507	0	0	51	6049691	265338	6	1371	28774827	5	0	0	3	0	1	0	0	0	267	106	419	5	189087	531740	3156	1613	36080080
"BA68_CA2_cc_74_1"	0	3406	0	84	27	0	0	258	9	0	14	0	0	0	0	0	0	0	0	2	24958	708	0	2	1	0	28902333	25860346	33625	104256	3578	707205	44	1351	4489	0	1	648959	567	240	409763	4289	0	0	64	339600	3985	0	2593	28196467	0	0	0	1	0	0	0	0	0	261	191	399	1	38732	705866	1586	872	31129273
"BA68_CA2_cer_73_1"	0	5478	8	126	65	1	1	712	10	3	30	0	0	0	0	0	0	0	3	1	38600	212	1	2	4	0	32339808	27260551	135427	177030	14092	781018	76	979	19193	0	1	1153396	379	3896	600213	48816	0	0	67	1676871	20742	8	1111	32005543	3	1	0	0	0	0	0	0	0	272	136	437	1	62289	334265	2518	763	36255063
"BA68_CA2_cer_82_1"	0	3817	5	78	13	0	2	330	9	0	15	0	0	0	0	0	0	0	2	0	13360	503	0	6	0	0	25269161	23851183	23678	35951	1993	311890	51	828	4051	0	1	346268	174	220	162389	4068	0	0	66	214595	2973	0	1043	25000790	11	0	0	3	0	0	0	0	0	260	189	426	0	19514	268371	418	407	27059055
"BA68_CA2_cor_74_1"	0	4836	2	130	19	0	1	346	9	1	13	0	0	0	0	2	0	0	3	2	53907	141	1	4	2	1	16737123	7947973	157115	139650	250418	579046	30	1750	100531	0	2	2001640	574	2791	480485	18276	0	0	27	4159004	152666	1	1321	16173503	0	0	0	23	0	0	0	0	0	171	58	273	4	118771	563620	713	770	21746372
"BA68_CA2_cp_67_1"	0	10194	4	447	55	0	2	974	12	1	106	0	0	0	0	0	0	0	1	0	84683	255	8	5	22	0	39085452	21927112	440074	360066	349101	914878	94	2163	155685	0	1	3002017	1086	10719	612372	87430	0	0	115	10109242	156084	0	1471	38557526	5	0	0	15	1	0	0	0	0	380	128	544	3	325811	527926	1021	3139	44836235
"BA68_CA2_cp_74_1"	0	7611	2	360	28	0	1	687	4	0	27	0	0	0	0	0	0	0	4	3	100070	204	9	6	9	1	26795515	14045403	263548	454788	314311	827405	102	1623	116424	0	0	2386663	1322	10571	641766	114410	0	1	73	6583088	269636	3	1091	26327852	7	0	0	1	1	0	0	1	0	287	104	462	8	179410	467663	3431	2886	33233185
"BA68_CA2_ent_73_1"	0	6168	0	137	12	0	1	291	6	2	9	0	0	0	0	0	0	0	1	1	88397	160	0	6	0	0	21163210	13234374	93948	257373	28882	864210	61	1658	43945	0	0	2105334	769	3414	610912	65309	0	0	49	2942628	59784	0	2078	20482276	0	0	0	5	0	0	0	0	0	238	210	340	3	66147	680934	4434	980	27749322
"BA68_CA2_hi_74_1"	0	7842	0	159	35	0	4	427	19	1	29	0	0	0	0	0	0	0	5	1	149683	226	4	9	12	0	26774613	10824251	232707	276139	210341	1193685	71	4138	143551	1	0	2933228	1554	5393	814263	51397	0	0	79	8352321	251484	1	3570	25611975	5	0	0	9	1	0	2	0	0	321	112	452	1	151088	1162638	1879	1475	32095445
"BA68_CA2_hi2_73_1"	0	6338	3	151	24	0	2	437	5	0	15	0	0	0	0	0	0	0	0	0	117990	189	3	5	2	0	24441724	10990534	264414	227706	262894	768870	48	2557	145550	0	5	2324465	1205	5323	646345	50780	0	0	43	7406288	218870	0	2021	23615336	0	1	0	6	1	0	1	0	0	271	82	329	2	168970	826388	1520	1071	31322015
"BA68_CA2_hy_74_1"	0	6191	4	126	43	0	0	386	6	2	3	0	0	0	0	0	0	0	2	0	56598	492	3	7	0	0	18683133	11320822	159786	253911	10356	769951	47	1621	42888	0	3	1781627	1043	2262	978074	28792	0	0	66	2447371	15649	0	2672	17934327	2	1	0	0	0	0	1	0	0	267	135	317	1	47412	748806	4452	935	22354035
"BA68_CA2_med_73_1"	0	7872	4	155	46	0	0	513	5	4	149	0	0	1	0	0	0	0	4	2	88090	259	4	3	1	0	21773588	8396800	393871	254479	323857	1116355	63	2361	150591	0	3	2887925	951	3903	643834	36541	0	0	46	6515748	129044	4	1722	21148200	8	0	0	5	1	0	0	0	0	289	96	437	4	188059	625388	1899	2192	28955271
"BA68_CA2_mid_82_1"	0	4887	0	85	26	0	0	330	4	0	37	0	0	0	0	0	0	0	3	0	72804	158	1	3	6	0	18926494	10676112	215030	298376	44570	716421	57	1023	72442	0	1	1889191	573	3267	621445	41441	0	0	31	3795685	38505	3	958	18592807	0	0	0	5	0	0	0	0	0	203	100	341	7	92089	333687	5619	968	23257180
"BA68_CA2_plx_73_1"	0	7323	1	184	9	0	0	422	9	0	26	0	0	0	0	0	0	0	2	0	97745	201	7	3	6	0	29546109	14286819	364457	221263	225590	943282	30	2681	153075	0	0	2881448	1290	4108	811599	42133	0	0	72	8177364	147348	0	2402	28609154	5	0	0	3	0	0	0	0	0	245	87	329	4	235532	936955	746	1304	34515738
"BA68_CA2_pon_73_1"	0	1046	0	13	5	0	0	88	0	0	21	0	0	0	0	0	0	0	0	0	6529	243	0	2	1	0	2822234	1914801	8199	13127	803	253136	7	513	1504	0	1	268273	277	28	83272	703	0	0	5	79754	518	0	778	2644136	0	0	0	3	0	0	0	0	0	55	15	85	0	9912	178098	225	194	3266528
"BA68_CA2_pon_82_1"	0	2437	0	41	38	0	0	192	8	0	17	0	0	0	0	0	0	0	0	0	19901	378	13	22	0	0	19280424	16396875	34482	66713	2418	1035697	17	869	4499	0	2	356868	561	208	738207	1223	0	0	14	209364	2860	0	737	18911337	0	0	0	0	0	0	0	0	0	167	171	218	2	34560	369087	1074	484	20594248
"BA68_CA2_vis_73_1"	0	6483	2	162	22	0	0	449	9	1	7	0	0	0	0	0	0	0	5	1	92958	175	5	4	3	0	21622944	9979958	214578	248490	174665	786226	57	1555	124080	0	3	2281859	876	6135	598259	71471	0	1	36	6136745	262784	0	1254	21145803	3	0	0	5	0	0	0	0	0	245	89	348	1	152627	477141	2022	1145	28151220
"BA69_CA2_cc_75_1"	0	3528	0	83	38	0	0	298	4	0	21	0	0	0	0	0	0	0	1	1	19224	270	0	0	10	0	25246182	22612656	43165	139266	3821	565655	32	1110	4986	0	17	658638	371	372	314656	8881	0	0	21	462079	4734	5	1737	24907099	1	1	0	1	0	0	0	0	0	228	127	268	1	57930	339083	2072	790	27903659
"BA69_CA2_cc_76_1"	0	4618	0	112	27	0	0	412	11	1	40	0	0	0	0	0	0	0	1	0	34673	337	8	12	1	0	28304754	23258089	75057	285855	9024	910997	73	1160	10313	0	0	1362427	490	1029	677523	30319	1	0	65	1122625	12690	0	1553	27864264	1	0	0	4	0	0	0	0	0	279	226	389	2	57392	440490	5068	1360	33124688
"BA69_CA2_cor_75_1"	0	4547	5	131	31	0	0	389	9	0	25	0	0	0	0	0	0	0	2	0	35266	178	11	2	0	0	18833102	10849982	123899	147515	151258	612734	24	1014	67548	0	1	1664849	528	2742	405115	28094	0	0	54	4106790	160575	7	690	18544864	0	0	0	25	0	0	1	0	0	177	67	375	0	179037	288238	419	748	23638931
"BA69_CA2_cor_76_1"	0	8424	3	209	37	1	3	673	10	3	67	0	0	0	0	0	0	0	10	1	87518	224	3	12	6	0	32283430	17217412	307642	406618	178859	842932	57	1384	139254	0	5	2824011	1149	4517	802659	84860	0	0	63	8481775	173170	5	1266	31801094	2	0	0	10	5	3	0	0	0	286	97	486	2	232212	482336	1194	1955	39138744
"BA69_CA2_cor_83_1"	0	4602	1	80	26	0	0	220	3	2	34	0	0	0	0	0	0	0	3	1	53875	132	1	5	1	0	15407937	8853455	100639	242286	35159	625889	34	1243	33501	0	0	1806782	517	5322	725614	58358	0	0	37	2326852	46772	1	1371	14992101	1	0	0	1	0	0	0	0	0	159	80	229	3	65795	415836	2243	772	22557009
"BA69_CA2_cp_75_1"	0	5541	0	226	18	1	0	522	7	0	34	0	0	0	0	0	0	0	3	0	58308	185	6	3	5	0	19079430	10907384	157998	180440	134032	904806	59	2476	46412	0	3	1775502	1196	4405	469027	68956	0	0	55	3569046	117672	2	1554	18582807	1	0	0	26	0	0	0	0	0	276	99	371	2	173510	496623	1092	1546	24266482
"BA69_CA2_cp_76_1"	0	6039	1	237	23	0	0	527	5	0	30	0	0	0	0	0	0	0	2	2	74161	189	9	5	4	0	23837256	13306972	222071	370567	288748	1058719	66	2203	66172	0	1	1862753	902	7131	800491	59539	0	0	63	4747779	209019	2	1578	23339393	5	0	0	4	0	0	0	0	0	307	131	537	1	247796	497863	2063	2539	29396829
"BA69_CA2_hi_75_1"	0	5519	2	108	22	0	4	409	7	0	39	0	0	0	0	0	0	0	10	1	84996	165	4	9	5	0	22263941	10849031	213610	184622	157968	677576	36	1476	105325	0	3	1955343	624	4608	443457	51440	0	1	33	6736172	172178	2	1292	21817006	1	0	0	19	0	0	0	0	0	249	93	352	3	168245	446935	958	989	28365440
"BA69_CA2_hi_76_1"	0	7028	0	198	32	0	10	493	7	3	98	0	0	0	0	0	0	0	3	1	101486	168	9	2	2	0	27060847	13088226	286735	294383	254703	1088680	69	2379	102067	0	3	2565477	784	6425	717283	53167	1	0	50	7429815	178140	3	2157	26401324	5	0	0	2	0	0	0	0	0	324	91	472	3	217194	659523	1165	1981	33420547
"BA69_CA2_hy_75_1"	0	7238	0	153	24	0	0	508	3	0	11	0	0	0	0	0	0	0	1	0	97775	528	6	3	2	0	22742421	11307204	249576	291028	25456	902896	63	2078	86854	0	0	2510272	1017	5617	1186535	61778	0	0	47	4981167	45668	2	2932	21874435	0	0	0	2	0	0	0	0	0	264	140	484	1	102114	867986	3981	1007	32570752
"BA69_CA2_med_82_1"	0	10401	6	262	27	0	0	855	6	1	238	0	0	0	0	0	0	0	6	1	71182	540	10	2	1	0	34499122	13091634	538097	464325	482608	1322934	93	2858	221305	0	6	3549277	928	3860	1102799	52331	0	1	74	12558224	110315	12	1331	33933190	3	1	0	6	0	0	1	0	0	354	153	614	1	340668	565932	1117	3722	42884073
"BA69_CA2_svz_67_1"	0	7921	5	233	36	0	8	630	6	1	18	0	0	0	0	0	0	0	2	1	59592	291	14	5	26	0	27821767	15200021	281882	190903	138823	544336	77	2176	100367	0	5	2176413	1195	5033	480635	69841	0	0	83	7753969	106038	4	1363	27344089	1	0	0	10	0	0	1	0	0	318	107	460	4	219094	477678	579	1562	33942902
"BA69_CA2_svz_75_1"	0	4698	2	95	43	0	0	369	1	0	4	0	0	0	0	0	0	0	0	1	71908	209	2	5	1	0	19312782	12484640	137375	218965	35776	637021	54	1253	33722	0	0	1612711	659	6294	511617	67950	0	0	75	2931225	54420	2	1276	18901093	0	0	0	0	0	0	0	0	0	204	97	351	8	83913	411689	3103	1044	27312983
"BA69_CA2_svz_76_1"	0	7079	1	105	34	4	0	440	16	4	10	0	0	0	0	0	0	0	2	0	93331	209	2	9	4	0	25165111	14735173	180372	341361	61896	876315	76	1707	58750	0	3	2348263	926	5994	992253	100022	0	0	105	4572560	93930	0	1732	24586847	4	0	0	4	0	0	0	0	0	275	243	531	2	107264	578264	4204	1632	33255858
"BA69_CA2_th_75_1"	0	956	0	27	3	0	0	131	4	0	3	0	0	0	0	0	0	0	0	0	5305	161	0	1	0	0	5091572	4129667	9654	21077	762	292311	4	360	1571	0	0	235321	100	101	168205	1227	0	0	8	91863	768	0	319	4978670	0	0	0	0	0	0	0	0	0	74	54	100	0	18104	112902	278	151	5650801
"BA69_CA2_th_76_1"	0	3190	0	113	20	0	0	250	2	0	1	0	0	0	0	0	0	0	0	2	16482	304	1	1	0	0	12659376	10232029	42240	108227	3828	485462	67	1023	7956	0	1	733836	424	249	258280	5609	0	0	30	449301	3648	0	1408	12377275	2	0	0	1	0	0	3	0	0	179	67	247	0	20610	282101	1505	677	13950407
"BA7_CA1_cor_38_1"	0	6353	0	158	27	0	2	388	12	0	100	0	0	0	0	0	0	0	1	0	146984	165	4	8	2	1	28040600	16761815	142741	412277	78022	1238423	57	2995	99709	0	3	2414210	1262	4953	706260	76709	0	1	57	4455821	111254	1	4308	26785256	0	0	0	14	0	0	0	0	0	230	185	458	4	112681	1255344	5167	1434	34311156
"BA7_CA1_cor_39_1"	0	5185	3	97	19	0	1	259	1	0	55	0	0	0	0	0	0	0	4	1	89290	157	10	6	9	0	19448839	10441383	105852	215294	47191	962650	48	1901	59332	0	1	2098794	1000	4641	702231	61123	0	0	42	3841629	78182	4	1563	18833902	3	1	1	27	0	0	0	0	0	177	195	346	1	112331	614937	1863	999	26185123
"BA7_CA1_cor_40_1"	2	4491	2	86	16	0	0	264	10	0	22	0	0	0	0	0	0	0	5	0	89293	107	3	2	0	0	18055001	10437339	125346	273502	56171	705953	42	943	80770	0	5	1580471	662	5614	436610	71168	0	1	22	3578040	87859	6	969	17635933	1	0	0	5	0	0	0	0	0	116	102	258	1	95145	419068	3535	974	23461790
"BA7_CA1_cor_41_1"	0	4131	2	83	7	0	0	200	2	1	33	0	0	0	0	0	0	0	1	0	116121	118	3	3	1	0	18284210	9167558	128731	219778	60831	908127	22	2599	78689	0	0	2323611	1083	6453	537075	73549	0	0	41	3599895	85382	1	3159	17387884	3	0	0	1	0	0	0	0	0	138	76	267	10	66286	896326	2970	843	25570655
"BA7_CA1_cor_42_1"	0	5123	0	88	18	0	0	338	7	0	62	0	0	0	0	0	0	0	0	0	115382	155	3	3	2	1	21072426	11434319	148052	336804	78132	891577	70	1244	93433	0	4	1746286	768	7779	670770	80437	0	1	49	4699388	127020	2	1321	20549597	1	0	0	4	0	0	1	0	0	153	243	289	5	105575	522829	3490	1198	28991538
"BA7_CA1_cor_43_1"	0	4726	0	81	23	0	0	260	6	5	31	0	0	0	0	0	0	0	1	1	76925	103	3	3	0	1	15843856	7677261	105424	172516	42692	835170	36	1369	70524	0	1	1947129	916	7471	572496	69545	0	0	40	3630111	69905	5	981	15402940	0	0	0	19	0	0	0	0	0	127	188	271	1	114277	440916	1463	833	23751218
"BA7_CA1_cor_44_1"	0	5600	4	102	16	0	0	341	7	3	78	0	0	0	0	0	0	0	3	0	113251	166	0	1	1	0	22036907	11967149	137287	364079	79069	883983	52	772	99489	0	0	1833930	638	7381	724241	85791	1	1	36	5110671	148918	2	833	21672833	0	0	0	1	0	0	0	0	0	143	116	322	1	104305	364074	2808	1241	28550450
"BA7_CA1_cor_45_1"	0	4899	1	91	14	0	3	280	4	0	139	0	0	0	0	0	0	0	4	0	91282	166	6	5	4	0	22276865	13273943	137325	307118	61372	870785	46	957	78963	0	0	1880445	626	5580	672059	93449	0	0	26	4177760	93221	1	950	21856166	0	0	0	4	0	0	0	0	0	147	141	291	1	98709	420699	4195	1154	30863727
"BA7_CA1_cor_46_1"	0	6760	2	157	32	0	0	523	7	1	85	0	0	0	0	0	0	0	7	0	103748	217	1	2	3	1	28631923	18438116	153896	388302	74908	998801	80	1163	119814	0	0	2239510	800	9459	803366	61997	0	1	56	4512371	124240	8	1224	28171546	1	1	0	5	0	0	0	0	0	235	151	476	2	126958	460377	2651	1408	38440968
"BA7_CA1_cor_47_1"	0	4663	0	113	20	0	1	299	7	0	31	0	0	0	0	0	0	0	0	1	95849	139	1	3	0	0	19310683	9909625	131909	339847	91206	781715	72	1043	126018	0	0	1902624	660	8134	739732	57496	0	1	31	4449499	195915	0	1213	18933700	3	0	0	3	0	1	0	0	0	131	80	337	0	91185	376983	3062	1031	28669021
