V1	Pool number	Sample ID	Barcode Number	SampleID	sampleID	cohort	ID	brain_region	mouse_ID	fastq_name	plate	brain_region_long	age	sex	brain_region_sex
478	BA30	CA1_hi_59	32	CA1_hi_59	BulkSeq_hi_59	CA1	CA1_hi_59	hi	59	BA30_CA1_hi_59_1	P27	Hippocampus (anterior)	28	Male	hi_Male
479	BA31	CA1_plx_9	1	CA1_plx_9	BulkSeq_plx_9	CA1	CA1_plx_9	plx	9	BA31_CA1_plx_9_1	P28	Choroid Plexus	12	Male	plx_Male
480	BA31	CA1_plx_10	2	CA1_plx_10	BulkSeq_plx_10	CA1	CA1_plx_10	plx	10	BA31_CA1_plx_10_1	P28	Choroid Plexus	12	Female	plx_Female
481	BA31	CA1_plx_11	3	CA1_plx_11	BulkSeq_plx_11	CA1	CA1_plx_11	plx	11	BA31_CA1_plx_11_1	P28	Choroid Plexus	26	Male	plx_Male
482	BA31	CA1_plx_12	4	CA1_plx_12	BulkSeq_plx_12	CA1	CA1_plx_12	plx	12	BA31_CA1_plx_12_1	P28	Choroid Plexus	12	Male	plx_Male
483	BA31	CA1_plx_13	13	CA1_plx_13	BulkSeq_plx_13	CA1	CA1_plx_13	plx	13	BA31_CA1_plx_13_1	P28	Choroid Plexus	12	Female	plx_Female
484	BA31	CA1_plx_14	14	CA1_plx_14	BulkSeq_plx_14	CA1	CA1_plx_14	plx	14	BA31_CA1_plx_14_1	P28	Choroid Plexus	26	Male	plx_Male
485	BA31	CA1_plx_15	15	CA1_plx_15	BulkSeq_plx_15	CA1	CA1_plx_15	plx	15	BA31_CA1_plx_15_1	P28	Choroid Plexus	12	Male	plx_Male
486	BA31	CA1_plx_16	16	CA1_plx_16	BulkSeq_plx_16	CA1	CA1_plx_16	plx	16	BA31_CA1_plx_16_1	P28	Choroid Plexus	21	Male	plx_Male
487	BA31	CA1_plx_57	25	CA1_plx_57	BulkSeq_plx_57	CA1	CA1_plx_57	plx	57	BA31_CA1_plx_57_1	P28	Choroid Plexus	28	Male	plx_Male
488	BA31	CA1_plx_58	26	CA1_plx_58	BulkSeq_plx_58	CA1	CA1_plx_58	plx	58	BA31_CA1_plx_58_1	P28	Choroid Plexus	28	Male	plx_Male
489	BA31	CA1_plx_59	27	CA1_plx_59	BulkSeq_plx_59	CA1	CA1_plx_59	plx	59	BA31_CA1_plx_59_1	P28	Choroid Plexus	28	Male	plx_Male
490	BA31	CA1_hi2_1	28	CA1_hi2_1	BulkSeq_hi2_1	CA1	CA1_hi2_1	hi2	1	BA31_CA1_hi2_1_1	P28	Hippocampus (posterior)	12	Female	hi2_Female
491	BA31	CA1_hi2_2	29	CA1_hi2_2	BulkSeq_hi2_2	CA1	CA1_hi2_2	hi2	2	BA31_CA1_hi2_2_1	P28	Hippocampus (posterior)	26	Male	hi2_Male
492	BA31	CA1_vis_3	30	CA1_vis_3	BulkSeq_vis_3	CA1	CA1_vis_3	vis	3	BA31_CA1_vis_3_1	P28	Visual Cortex	12	Male	vis_Male
493	BA31	CA1_plx_4	31	CA1_plx_4	BulkSeq_plx_4	CA1	CA1_plx_4	plx	4	BA31_CA1_plx_4_1	P28	Choroid Plexus	12	Female	plx_Female
494	BA31	CA1_hi2_5	32	CA1_hi2_5	BulkSeq_hi2_5	CA1	CA1_hi2_5	hi2	5	BA31_CA1_hi2_5_1	P28	Hippocampus (posterior)	26	Male	hi2_Male
495	BA32	CA1_plx_17	1	CA1_plx_17	BulkSeq_plx_17	CA1	CA1_plx_17	plx	17	BA32_CA1_plx_17_1	P28	Choroid Plexus	3	Male	plx_Male
496	BA32	CA1_plx_18	2	CA1_plx_18	BulkSeq_plx_18	CA1	CA1_plx_18	plx	18	BA32_CA1_plx_18_1	P28	Choroid Plexus	15	Male	plx_Male
497	BA32	CA1_plx_19	3	CA1_plx_19	BulkSeq_plx_19	CA1	CA1_plx_19	plx	19	BA32_CA1_plx_19_1	P28	Choroid Plexus	18	Male	plx_Male
498	BA32	CA1_plx_20	4	CA1_plx_20	BulkSeq_plx_20	CA1	CA1_plx_20	plx	20	BA32_CA1_plx_20_1	P28	Choroid Plexus	21	Male	plx_Male
499	BA32	CA1_plx_21	13	CA1_plx_21	BulkSeq_plx_21	CA1	CA1_plx_21	plx	21	BA32_CA1_plx_21_1	P28	Choroid Plexus	3	Male	plx_Male
500	BA32	CA1_plx_23	14	CA1_plx_23	BulkSeq_plx_23	CA1	CA1_plx_23	plx	23	BA32_CA1_plx_23_1	P28	Choroid Plexus	18	Male	plx_Male
501	BA32	CA1_plx_22	15	CA1_plx_22	BulkSeq_plx_22	CA1	CA1_plx_22	plx	22	BA32_CA1_plx_22_1	P28	Choroid Plexus	15	Male	plx_Male
502	BA32	CA1_plx_24	16	CA1_plx_24	BulkSeq_plx_24	CA1	CA1_plx_24	plx	24	BA32_CA1_plx_24_1	P28	Choroid Plexus	21	Male	plx_Male
503	BA32	CA1_hi2_6	25	CA1_hi2_6	BulkSeq_hi2_6	CA1	CA1_hi2_6	hi2	6	BA32_CA1_hi2_6_1	P28	Hippocampus (posterior)	12	Male	hi2_Male
504	BA32	CA1_hi2_7	26	CA1_hi2_7	BulkSeq_hi2_7	CA1	CA1_hi2_7	hi2	7	BA32_CA1_hi2_7_1	P28	Hippocampus (posterior)	12	Female	hi2_Female
505	BA32	CA1_hi2_8	27	CA1_hi2_8	BulkSeq_hi2_8	CA1	CA1_hi2_8	hi2	8	BA32_CA1_hi2_8_1	P28	Hippocampus (posterior)	26	Male	hi2_Male
506	BA32	CA1_hi2_9	28	CA1_hi2_9	BulkSeq_hi2_9	CA1	CA1_hi2_9	hi2	9	BA32_CA1_hi2_9_1	P28	Hippocampus (posterior)	12	Male	hi2_Male
507	BA32	CA1_hi2_10	29	CA1_hi2_10	BulkSeq_hi2_10	CA1	CA1_hi2_10	hi2	10	BA32_CA1_hi2_10_1	P28	Hippocampus (posterior)	12	Female	hi2_Female
508	BA32	CA1_hi2_11	30	CA1_hi2_11	BulkSeq_hi2_11	CA1	CA1_hi2_11	hi2	11	BA32_CA1_hi2_11_1	P28	Hippocampus (posterior)	26	Male	hi2_Male
509	BA32	CA1_hi2_12	31	CA1_hi2_12	BulkSeq_hi2_12	CA1	CA1_hi2_12	hi2	12	BA32_CA1_hi2_12_1	P28	Hippocampus (posterior)	12	Male	hi2_Male
510	BA32	CA1_hi2_13	32	CA1_hi2_13	BulkSeq_hi2_13	CA1	CA1_hi2_13	hi2	13	BA32_CA1_hi2_13_1	P28	Hippocampus (posterior)	12	Female	hi2_Female
511	BA33	CA1_plx_25	1	CA1_plx_25	BulkSeq_plx_25	CA1	CA1_plx_25	plx	25	BA33_CA1_plx_25_1	P28	Choroid Plexus	3	Male	plx_Male
512	BA33	CA1_plx_26	2	CA1_plx_26	BulkSeq_plx_26	CA1	CA1_plx_26	plx	26	BA33_CA1_plx_26_1	P28	Choroid Plexus	15	Male	plx_Male
513	BA33	CA1_plx_27	3	CA1_plx_27	BulkSeq_plx_27	CA1	CA1_plx_27	plx	27	BA33_CA1_plx_27_1	P28	Choroid Plexus	18	Male	plx_Male
514	BA33	CA1_plx_28	4	CA1_plx_28	BulkSeq_plx_28	CA1	CA1_plx_28	plx	28	BA33_CA1_plx_28_1	P28	Choroid Plexus	21	Male	plx_Male
515	BA33	CA1_plx_29	13	CA1_plx_29	BulkSeq_plx_29	CA1	CA1_plx_29	plx	29	BA33_CA1_plx_29_1	P28	Choroid Plexus	3	Male	plx_Male
516	BA33	CA1_plx_30	14	CA1_plx_30	BulkSeq_plx_30	CA1	CA1_plx_30	plx	30	BA33_CA1_plx_30_1	P28	Choroid Plexus	15	Male	plx_Male
517	BA33	CA1_plx_31	15	CA1_plx_31	BulkSeq_plx_31	CA1	CA1_plx_31	plx	31	BA33_CA1_plx_31_1	P28	Choroid Plexus	18	Male	plx_Male
518	BA33	CA1_plx_32	16	CA1_plx_32	BulkSeq_plx_32	CA1	CA1_plx_32	plx	32	BA33_CA1_plx_32_1	P28	Choroid Plexus	21	Male	plx_Male
519	BA33	CA1_hi2_14	25	CA1_hi2_14	BulkSeq_hi2_14	CA1	CA1_hi2_14	hi2	14	BA33_CA1_hi2_14_1	P28	Hippocampus (posterior)	26	Male	hi2_Male
520	BA33	CA1_hi2_15	26	CA1_hi2_15	BulkSeq_hi2_15	CA1	CA1_hi2_15	hi2	15	BA33_CA1_hi2_15_1	P28	Hippocampus (posterior)	12	Male	hi2_Male
521	BA33	CA1_hi2_16	27	CA1_hi2_16	BulkSeq_hi2_16	CA1	CA1_hi2_16	hi2	16	BA33_CA1_hi2_16_1	P28	Hippocampus (posterior)	21	Male	hi2_Male
522	BA33	CA1_hi2_17	28	CA1_hi2_17	BulkSeq_hi2_17	CA1	CA1_hi2_17	hi2	17	BA33_CA1_hi2_17_1	P28	Hippocampus (posterior)	3	Male	hi2_Male
523	BA33	CA1_hi2_18	29	CA1_hi2_18	BulkSeq_hi2_18	CA1	CA1_hi2_18	hi2	18	BA33_CA1_hi2_18_1	P28	Hippocampus (posterior)	15	Male	hi2_Male
524	BA33	CA1_hi2_19	30	CA1_hi2_19	BulkSeq_hi2_19	CA1	CA1_hi2_19	hi2	19	BA33_CA1_hi2_19_1	P28	Hippocampus (posterior)	18	Male	hi2_Male
525	BA33	CA1_hi2_20	31	CA1_hi2_20	BulkSeq_hi2_20	CA1	CA1_hi2_20	hi2	20	BA33_CA1_hi2_20_1	P28	Hippocampus (posterior)	21	Male	hi2_Male
526	BA33	CA1_hi2_21	32	CA1_hi2_21	BulkSeq_hi2_21	CA1	CA1_hi2_21	hi2	21	BA33_CA1_hi2_21_1	P28	Hippocampus (posterior)	3	Male	hi2_Male
527	BA34	CA1_plx_33	1	CA1_plx_33	BulkSeq_plx_33	CA1	CA1_plx_33	plx	33	BA34_CA1_plx_33_1	P28	Choroid Plexus	3	Male	plx_Male
528	BA34	CA1_plx_34	2	CA1_plx_34	BulkSeq_plx_34	CA1	CA1_plx_34	plx	34	BA34_CA1_plx_34_1	P28	Choroid Plexus	15	Male	plx_Male
529	BA34	CA1_plx_35	3	CA1_plx_35	BulkSeq_plx_35	CA1	CA1_plx_35	plx	35	BA34_CA1_plx_35_1	P28	Choroid Plexus	18	Male	plx_Male
530	BA34	CA1_plx_36	4	CA1_plx_36	BulkSeq_plx_36	CA1	CA1_plx_36	plx	36	BA34_CA1_plx_36_1	P28	Choroid Plexus	21	Male	plx_Male
531	BA34	CA1_plx_37	13	CA1_plx_37	BulkSeq_plx_37	CA1	CA1_plx_37	plx	37	BA34_CA1_plx_37_1	P28	Choroid Plexus	3	Female	plx_Female
532	BA34	CA1_plx_38	14	CA1_plx_38	BulkSeq_plx_38	CA1	CA1_plx_38	plx	38	BA34_CA1_plx_38_1	P28	Choroid Plexus	15	Female	plx_Female
533	BA34	CA1_plx_39	15	CA1_plx_39	BulkSeq_plx_39	CA1	CA1_plx_39	plx	39	BA34_CA1_plx_39_1	P28	Choroid Plexus	18	Female	plx_Female
534	BA34	CA1_plx_40	16	CA1_plx_40	BulkSeq_plx_40	CA1	CA1_plx_40	plx	40	BA34_CA1_plx_40_1	P28	Choroid Plexus	21	Female	plx_Female
535	BA34	CA1_hi2_22	25	CA1_hi2_22	BulkSeq_hi2_22	CA1	CA1_hi2_22	hi2	22	BA34_CA1_hi2_22_1	P28	Hippocampus (posterior)	15	Male	hi2_Male
536	BA34	CA1_hi2_23	26	CA1_hi2_23	BulkSeq_hi2_23	CA1	CA1_hi2_23	hi2	23	BA34_CA1_hi2_23_1	P28	Hippocampus (posterior)	18	Male	hi2_Male
537	BA34	CA1_hi2_24	27	CA1_hi2_24	BulkSeq_hi2_24	CA1	CA1_hi2_24	hi2	24	BA34_CA1_hi2_24_1	P28	Hippocampus (posterior)	21	Male	hi2_Male
538	BA34	CA1_hi2_25	28	CA1_hi2_25	BulkSeq_hi2_25	CA1	CA1_hi2_25	hi2	25	BA34_CA1_hi2_25_1	P28	Hippocampus (posterior)	3	Male	hi2_Male
539	BA34	CA1_hi2_26	29	CA1_hi2_26	BulkSeq_hi2_26	CA1	CA1_hi2_26	hi2	26	BA34_CA1_hi2_26_1	P28	Hippocampus (posterior)	15	Male	hi2_Male
540	BA34	CA1_hi2_27	30	CA1_hi2_27	BulkSeq_hi2_27	CA1	CA1_hi2_27	hi2	27	BA34_CA1_hi2_27_1	P28	Hippocampus (posterior)	18	Male	hi2_Male
541	BA34	CA1_hi2_28	31	CA1_hi2_28	BulkSeq_hi2_28	CA1	CA1_hi2_28	hi2	28	BA34_CA1_hi2_28_1	P28	Hippocampus (posterior)	21	Male	hi2_Male
542	BA34	CA1_hi2_29	32	CA1_hi2_29	BulkSeq_hi2_29	CA1	CA1_hi2_29	hi2	29	BA34_CA1_hi2_29_1	P28	Hippocampus (posterior)	3	Male	hi2_Male
543	BA35	CA1_plx_41	1	CA1_plx_41	BulkSeq_plx_41	CA1	CA1_plx_41	plx	41	BA35_CA1_plx_41_1	P28	Choroid Plexus	3	Female	plx_Female
544	BA35	CA1_plx_42	2	CA1_plx_42	BulkSeq_plx_42	CA1	CA1_plx_42	plx	42	BA35_CA1_plx_42_1	P28	Choroid Plexus	15	Female	plx_Female
545	BA35	CA1_plx_43	3	CA1_plx_43	BulkSeq_plx_43	CA1	CA1_plx_43	plx	43	BA35_CA1_plx_43_1	P28	Choroid Plexus	18	Female	plx_Female
546	BA35	CA1_plx_44	4	CA1_plx_44	BulkSeq_plx_44	CA1	CA1_plx_44	plx	44	BA35_CA1_plx_44_1	P28	Choroid Plexus	21	Female	plx_Female
547	BA35	CA1_plx_45	13	CA1_plx_45	BulkSeq_plx_45	CA1	CA1_plx_45	plx	45	BA35_CA1_plx_45_1	P28	Choroid Plexus	3	Female	plx_Female
548	BA35	CA1_plx_46	14	CA1_plx_46	BulkSeq_plx_46	CA1	CA1_plx_46	plx	46	BA35_CA1_plx_46_1	P28	Choroid Plexus	15	Female	plx_Female
549	BA35	CA1_plx_47	15	CA1_plx_47	BulkSeq_plx_47	CA1	CA1_plx_47	plx	47	BA35_CA1_plx_47_1	P28	Choroid Plexus	18	Female	plx_Female
550	BA35	CA1_plx_48	16	CA1_plx_48	BulkSeq_plx_48	CA1	CA1_plx_48	plx	48	BA35_CA1_plx_48_1	P28	Choroid Plexus	21	Female	plx_Female
551	BA35	CA1_hi2_30	25	CA1_hi2_30	BulkSeq_hi2_30	CA1	CA1_hi2_30	hi2	30	BA35_CA1_hi2_30_1	P28	Hippocampus (posterior)	15	Male	hi2_Male
552	BA35	CA1_hi2_31	26	CA1_hi2_31	BulkSeq_hi2_31	CA1	CA1_hi2_31	hi2	31	BA35_CA1_hi2_31_1	P28	Hippocampus (posterior)	18	Male	hi2_Male
553	BA35	CA1_hi2_32	27	CA1_hi2_32	BulkSeq_hi2_32	CA1	CA1_hi2_32	hi2	32	BA35_CA1_hi2_32_1	P28	Hippocampus (posterior)	21	Male	hi2_Male
554	BA35	CA1_hi2_33	28	CA1_hi2_33	BulkSeq_hi2_33	CA1	CA1_hi2_33	hi2	33	BA35_CA1_hi2_33_1	P28	Hippocampus (posterior)	3	Male	hi2_Male
555	BA35	CA1_hi2_34	29	CA1_hi2_34	BulkSeq_hi2_34	CA1	CA1_hi2_34	hi2	34	BA35_CA1_hi2_34_1	P28	Hippocampus (posterior)	15	Male	hi2_Male
556	BA35	CA1_hi2_35	30	CA1_hi2_35	BulkSeq_hi2_35	CA1	CA1_hi2_35	hi2	35	BA35_CA1_hi2_35_1	P28	Hippocampus (posterior)	18	Male	hi2_Male
557	BA35	CA1_hi2_36	31	CA1_hi2_36	BulkSeq_hi2_36	CA1	CA1_hi2_36	hi2	36	BA35_CA1_hi2_36_1	P28	Hippocampus (posterior)	21	Male	hi2_Male
558	BA35	CA1_hi2_37	32	CA1_hi2_37	BulkSeq_hi2_37	CA1	CA1_hi2_37	hi2	37	BA35_CA1_hi2_37_1	P28	Hippocampus (posterior)	3	Female	hi2_Female
559	BA36	CA1_plx_49	1	CA1_plx_49	BulkSeq_plx_49	CA1	CA1_plx_49	plx	49	BA36_CA1_plx_49_1	P28	Choroid Plexus	3	Female	plx_Female
560	BA36	CA1_plx_50	2	CA1_plx_50	BulkSeq_plx_50	CA1	CA1_plx_50	plx	50	BA36_CA1_plx_50_1	P28	Choroid Plexus	15	Female	plx_Female
561	BA36	CA1_plx_51	3	CA1_plx_51	BulkSeq_plx_51	CA1	CA1_plx_51	plx	51	BA36_CA1_plx_51_1	P28	Choroid Plexus	18	Female	plx_Female
562	BA36	CA1_plx_52	4	CA1_plx_52	BulkSeq_plx_52	CA1	CA1_plx_52	plx	52	BA36_CA1_plx_52_1	P28	Choroid Plexus	21	Female	plx_Female
563	BA36	CA1_plx_53	13	CA1_plx_53	BulkSeq_plx_53	CA1	CA1_plx_53	plx	53	BA36_CA1_plx_53_1	P28	Choroid Plexus	3	Female	plx_Female
564	BA36	CA1_plx_54	14	CA1_plx_54	BulkSeq_plx_54	CA1	CA1_plx_54	plx	54	BA36_CA1_plx_54_1	P28	Choroid Plexus	15	Female	plx_Female
565	BA36	CA1_plx_55	15	CA1_plx_55	BulkSeq_plx_55	CA1	CA1_plx_55	plx	55	BA36_CA1_plx_55_1	P28	Choroid Plexus	18	Female	plx_Female
566	BA36	CA1_plx_56	16	CA1_plx_56	BulkSeq_plx_56	CA1	CA1_plx_56	plx	56	BA36_CA1_plx_56_1	P28	Choroid Plexus	21	Female	plx_Female
567	BA36	CA1_hi2_38	25	CA1_hi2_38	BulkSeq_hi2_38	CA1	CA1_hi2_38	hi2	38	BA36_CA1_hi2_38_1	P28	Hippocampus (posterior)	15	Female	hi2_Female
568	BA36	CA1_hi2_39	26	CA1_hi2_39	BulkSeq_hi2_39	CA1	CA1_hi2_39	hi2	39	BA36_CA1_hi2_39_1	P28	Hippocampus (posterior)	18	Female	hi2_Female
569	BA36	CA1_hi2_40	27	CA1_hi2_40	BulkSeq_hi2_40	CA1	CA1_hi2_40	hi2	40	BA36_CA1_hi2_40_1	P28	Hippocampus (posterior)	21	Female	hi2_Female
570	BA36	CA1_hi2_41	28	CA1_hi2_41	BulkSeq_hi2_41	CA1	CA1_hi2_41	hi2	41	BA36_CA1_hi2_41_1	P28	Hippocampus (posterior)	3	Female	hi2_Female
571	BA36	CA1_hi2_42	29	CA1_hi2_42	BulkSeq_hi2_42	CA1	CA1_hi2_42	hi2	42	BA36_CA1_hi2_42_1	P28	Hippocampus (posterior)	15	Female	hi2_Female
572	BA36	CA1_hi2_43	30	CA1_hi2_43	BulkSeq_hi2_43	CA1	CA1_hi2_43	hi2	43	BA36_CA1_hi2_43_1	P28	Hippocampus (posterior)	18	Female	hi2_Female
573	BA36	CA1_hi2_44	31	CA1_hi2_44	BulkSeq_hi2_44	CA1	CA1_hi2_44	hi2	44	BA36_CA1_hi2_44_1	P28	Hippocampus (posterior)	21	Female	hi2_Female
574	BA36	CA1_hi2_45	32	CA1_hi2_45	BulkSeq_hi2_45	CA1	CA1_hi2_45	hi2	45	BA36_CA1_hi2_45_1	P28	Hippocampus (posterior)	3	Female	hi2_Female
575	BA37	CA1_hi2_46	1	CA1_hi2_46	BulkSeq_hi2_46	CA1	CA1_hi2_46	hi2	46	BA37_CA1_hi2_46_1	P29	Hippocampus (posterior)	15	Female	hi2_Female
576	BA37	CA1_hi2_47	2	CA1_hi2_47	BulkSeq_hi2_47	CA1	CA1_hi2_47	hi2	47	BA37_CA1_hi2_47_1	P29	Hippocampus (posterior)	18	Female	hi2_Female
577	BA37	CA1_hi2_48	3	CA1_hi2_48	BulkSeq_hi2_48	CA1	CA1_hi2_48	hi2	48	BA37_CA1_hi2_48_1	P29	Hippocampus (posterior)	21	Female	hi2_Female
578	BA37	CA1_hi2_49	4	CA1_hi2_49	BulkSeq_hi2_49	CA1	CA1_hi2_49	hi2	49	BA37_CA1_hi2_49_1	P29	Hippocampus (posterior)	3	Female	hi2_Female
579	BA37	CA1_hi2_50	13	CA1_hi2_50	BulkSeq_hi2_50	CA1	CA1_hi2_50	hi2	50	BA37_CA1_hi2_50_1	P29	Hippocampus (posterior)	15	Female	hi2_Female
580	BA37	CA1_hi2_51	14	CA1_hi2_51	BulkSeq_hi2_51	CA1	CA1_hi2_51	hi2	51	BA37_CA1_hi2_51_1	P29	Hippocampus (posterior)	18	Female	hi2_Female
581	BA37	CA1_hi2_52	15	CA1_hi2_52	BulkSeq_hi2_52	CA1	CA1_hi2_52	hi2	52	BA37_CA1_hi2_52_1	P29	Hippocampus (posterior)	21	Female	hi2_Female
582	BA37	CA1_hi2_53	16	CA1_hi2_53	BulkSeq_hi2_53	CA1	CA1_hi2_53	hi2	53	BA37_CA1_hi2_53_1	P29	Hippocampus (posterior)	3	Female	hi2_Female
583	BA37	CA1_vis_27	25	CA1_vis_27	BulkSeq_vis_27	CA1	CA1_vis_27	vis	27	BA37_CA1_vis_27_1	P29	Visual Cortex	18	Male	vis_Male
584	BA37	CA1_vis_28	26	CA1_vis_28	BulkSeq_vis_28	CA1	CA1_vis_28	vis	28	BA37_CA1_vis_28_1	P29	Visual Cortex	21	Male	vis_Male
585	BA37	CA1_vis_29	27	CA1_vis_29	BulkSeq_vis_29	CA1	CA1_vis_29	vis	29	BA37_CA1_vis_29_1	P29	Visual Cortex	3	Male	vis_Male
586	BA37	CA1_vis_30	28	CA1_vis_30	BulkSeq_vis_30	CA1	CA1_vis_30	vis	30	BA37_CA1_vis_30_1	P29	Visual Cortex	15	Male	vis_Male
587	BA37	CA1_vis_31	29	CA1_vis_31	BulkSeq_vis_31	CA1	CA1_vis_31	vis	31	BA37_CA1_vis_31_1	P29	Visual Cortex	18	Male	vis_Male
588	BA37	CA1_vis_32	30	CA1_vis_32	BulkSeq_vis_32	CA1	CA1_vis_32	vis	32	BA37_CA1_vis_32_1	P29	Visual Cortex	21	Male	vis_Male
589	BA37	CA1_vis_33	31	CA1_vis_33	BulkSeq_vis_33	CA1	CA1_vis_33	vis	33	BA37_CA1_vis_33_1	P29	Visual Cortex	3	Male	vis_Male
590	BA37	CA1_vis_34	32	CA1_vis_34	BulkSeq_vis_34	CA1	CA1_vis_34	vis	34	BA37_CA1_vis_34_1	P29	Visual Cortex	15	Male	vis_Male
591	BA38	CA1_hi2_54	1	CA1_hi2_54	BulkSeq_hi2_54	CA1	CA1_hi2_54	hi2	54	BA38_CA1_hi2_54_1	P29	Hippocampus (posterior)	15	Female	hi2_Female
592	BA38	CA1_hi2_55	2	CA1_hi2_55	BulkSeq_hi2_55	CA1	CA1_hi2_55	hi2	55	BA38_CA1_hi2_55_1	P29	Hippocampus (posterior)	18	Female	hi2_Female
593	BA38	CA1_hi2_56	3	CA1_hi2_56	BulkSeq_hi2_56	CA1	CA1_hi2_56	hi2	56	BA38_CA1_hi2_56_1	P29	Hippocampus (posterior)	21	Female	hi2_Female
594	BA38	CA1_hi2_57	4	CA1_hi2_57	BulkSeq_hi2_57	CA1	CA1_hi2_57	hi2	57	BA38_CA1_hi2_57_1	P29	Hippocampus (posterior)	28	Male	hi2_Male
595	BA38	CA1_hi2_58	13	CA1_hi2_58	BulkSeq_hi2_58	CA1	CA1_hi2_58	hi2	58	BA38_CA1_hi2_58_1	P29	Hippocampus (posterior)	28	Male	hi2_Male
596	BA38	CA1_hi2_59	14	CA1_hi2_59	BulkSeq_hi2_59	CA1	CA1_hi2_59	hi2	59	BA38_CA1_hi2_59_1	P29	Hippocampus (posterior)	28	Male	hi2_Male
597	BA38	CA1_vis_1	15	CA1_vis_1	BulkSeq_vis_1	CA1	CA1_vis_1	vis	1	BA38_CA1_vis_1_1	P29	Visual Cortex	12	Female	vis_Female
598	BA38	CA1_vis_2	16	CA1_vis_2	BulkSeq_vis_2	CA1	CA1_vis_2	vis	2	BA38_CA1_vis_2_1	P29	Visual Cortex	26	Male	vis_Male
599	BA38	CA1_vis_35	25	CA1_vis_35	BulkSeq_vis_35	CA1	CA1_vis_35	vis	35	BA38_CA1_vis_35_1	P29	Visual Cortex	18	Male	vis_Male
600	BA38	CA1_vis_36	26	CA1_vis_36	BulkSeq_vis_36	CA1	CA1_vis_36	vis	36	BA38_CA1_vis_36_1	P29	Visual Cortex	21	Male	vis_Male
601	BA38	CA1_vis_37	27	CA1_vis_37	BulkSeq_vis_37	CA1	CA1_vis_37	vis	37	BA38_CA1_vis_37_1	P29	Visual Cortex	3	Female	vis_Female
602	BA38	CA1_vis_38	28	CA1_vis_38	BulkSeq_vis_38	CA1	CA1_vis_38	vis	38	BA38_CA1_vis_38_1	P29	Visual Cortex	15	Female	vis_Female
603	BA38	CA1_vis_39	29	CA1_vis_39	BulkSeq_vis_39	CA1	CA1_vis_39	vis	39	BA38_CA1_vis_39_1	P29	Visual Cortex	18	Female	vis_Female
604	BA38	CA1_vis_40	30	CA1_vis_40	BulkSeq_vis_40	CA1	CA1_vis_40	vis	40	BA38_CA1_vis_40_1	P29	Visual Cortex	21	Female	vis_Female
605	BA38	CA1_vis_41	31	CA1_vis_41	BulkSeq_vis_41	CA1	CA1_vis_41	vis	41	BA38_CA1_vis_41_1	P29	Visual Cortex	3	Female	vis_Female
606	BA38	CA1_vis_42	32	CA1_vis_42	BulkSeq_vis_42	CA1	CA1_vis_42	vis	42	BA38_CA1_vis_42_1	P29	Visual Cortex	15	Female	vis_Female
607	BA39	CA1_hi2_3	1	CA1_hi2_3	BulkSeq_hi2_3	CA1	CA1_hi2_3	hi2	3	BA39_CA1_hi2_3_1	P29	Hippocampus (posterior)	12	Male	hi2_Male
608	BA39	CA1_vis_5	3	CA1_vis_5	BulkSeq_vis_5	CA1	CA1_vis_5	vis	5	BA39_CA1_vis_5_1	P29	Visual Cortex	26	Male	vis_Male
609	BA39	CA1_vis_6	4	CA1_vis_6	BulkSeq_vis_6	CA1	CA1_vis_6	vis	6	BA39_CA1_vis_6_1	P29	Visual Cortex	12	Male	vis_Male
610	BA39	CA1_vis_7	13	CA1_vis_7	BulkSeq_vis_7	CA1	CA1_vis_7	vis	7	BA39_CA1_vis_7_1	P29	Visual Cortex	12	Female	vis_Female
611	BA39	CA1_vis_8	14	CA1_vis_8	BulkSeq_vis_8	CA1	CA1_vis_8	vis	8	BA39_CA1_vis_8_1	P29	Visual Cortex	26	Male	vis_Male
613	BA39	CA1_vis_10	16	CA1_vis_10	BulkSeq_vis_10	CA1	CA1_vis_10	vis	10	BA39_CA1_vis_10_1	P29	Visual Cortex	12	Female	vis_Female
614	BA39	CA1_vis_43	25	CA1_vis_43	BulkSeq_vis_43	CA1	CA1_vis_43	vis	43	BA39_CA1_vis_43_1	P29	Visual Cortex	18	Female	vis_Female
615	BA39	CA1_vis_44	26	CA1_vis_44	BulkSeq_vis_44	CA1	CA1_vis_44	vis	44	BA39_CA1_vis_44_1	P29	Visual Cortex	21	Female	vis_Female
616	BA39	CA1_vis_45	27	CA1_vis_45	BulkSeq_vis_45	CA1	CA1_vis_45	vis	45	BA39_CA1_vis_45_1	P29	Visual Cortex	3	Female	vis_Female
617	BA39	CA1_vis_46	28	CA1_vis_46	BulkSeq_vis_46	CA1	CA1_vis_46	vis	46	BA39_CA1_vis_46_1	P29	Visual Cortex	15	Female	vis_Female
618	BA39	CA1_vis_47	29	CA1_vis_47	BulkSeq_vis_47	CA1	CA1_vis_47	vis	47	BA39_CA1_vis_47_1	P29	Visual Cortex	18	Female	vis_Female
619	BA39	CA1_vis_48	30	CA1_vis_48	BulkSeq_vis_48	CA1	CA1_vis_48	vis	48	BA39_CA1_vis_48_1	P29	Visual Cortex	21	Female	vis_Female
620	BA39	CA1_vis_49	31	CA1_vis_49	BulkSeq_vis_49	CA1	CA1_vis_49	vis	49	BA39_CA1_vis_49_1	P29	Visual Cortex	3	Female	vis_Female
